target_len	tier	candidate	source
23	3	wecreatedyoutosatisfyhe	voice-window
23	3	youthinkyoumadethefreew	voice-window
23	3	youthinkyouhavetheignor	voice-window
23	3	youthinkyougainthetreas	voice-window
23	3	youthinkyouwatchingthea	voice-window
23	3	thetrueknowledgewillmad	voice-window
23	3	theknowledgewillseeking	voice-window
23	3	wewatchingyouyourfreewi	voice-window
23	3	youthinkyouthinkthetrea	voice-window
23	3	thetrueknowledgewillgai	voice-window
23	3	wewatchingyoutothinkher	voice-window
23	3	youthinkyoufindthetruew	voice-window
23	3	wecreatedyoutoseekinghe	voice-window
23	3	wecreatedyoutoreadinghe	voice-window
23	3	youthinkyougavethetruek	voice-window
23	3	thetreasurewillworshipy	voice-window
23	3	wecreatedyouyourknowled	voice-window
23	3	youthinkyouthinktheworl	voice-window
23	3	shepherdwearewatchingyo	voice-window
23	3	youthinkyougavethetruew	voice-window
23	3	youthinkyoucomethewisdo	voice-window
23	3	youthinkyoureadingthetr	voice-window
23	3	wereadingyouyourtreasur	voice-window
23	3	youthinkyouworshipthean	voice-window
23	3	weworshipyoutoreadinghe	voice-window
23	3	youthinkyousatisfythean	voice-window
23	3	youthinkyouhavethetruek	voice-window
23	3	youthinkyousatisfythewo	voice-window
23	3	youthinkyouworshipthewi	voice-window
23	3	weseekingyoutosatisfyhe	voice-window
23	3	weallowedyoutoallowedhe	voice-window
23	3	youthinkyouallowedthekn	voice-window
23	3	youthinkyougaintheknowl	voice-window
23	3	youthinkyouthinkthefree	voice-window
23	3	youthinkyougainthewisdo	voice-window
23	3	youthinkyouwantedthedar	voice-window
23	3	youcomehereseekingtruek	voice-window
23	3	youthinkyousatisfythewi	voice-window
23	3	youcomehereseekingdarkn	voice-window
23	3	wemadeyouyourtrueknowle	voice-window
23	3	youthinkyoureadingthewo	voice-window
23	3	youthinkyoumadethetruew	voice-window
23	3	wereadingyoutowatchingh	voice-window
23	3	wesatisfyyoutoseekinghe	voice-window
23	3	thetrueknowledgewillrea	voice-window
23	3	youthinkyouprovetheansw	voice-window
23	3	thetrueknowledgewillgav	voice-window
23	3	thedarknesswillcreatedy	voice-window
23	3	wesatisfyyouyourdarknes	voice-window
23	3	wereadingyoutoallowedhe	voice-window
23	3	thetrueknowledgewillthi	voice-window
23	3	thefreewillwillallowedy	voice-window
23	3	thetrueknowledgewillall	voice-window
23	3	youthinkyousatisfythekn	voice-window
23	3	wesatisfyyoutoworshiphe	voice-window
23	3	wewantedyoutosatisfyher	voice-window
23	3	youthinkyouprovethetrue	voice-window
23	3	youthinkwehaveallthekno	voice-window
23	3	weworshipyouyourfreewil	voice-window
23	3	youthinkyoucreatedthekn	voice-window
23	3	youthinkyouprovetheigno	voice-window
23	3	weallowedyouyourfreewil	voice-window
23	3	weproveyoutowatchingher	voice-window
23	3	theknowledgewillthinkyo	voice-window
23	3	youthinkyouknowthetruew	voice-window
23	3	youthinkyouwantedthetre	voice-window
23	3	youthinkyoucometheignor	voice-window
23	3	wewatchingyoutoseekingh	voice-window
23	3	youthinkyousatisfytheso	voice-window
23	3	wewatchingyouyourtruekn	voice-window
23	3	weseekingyoutowantedher	voice-window
23	3	youthinkyoucreatedthetr	voice-window
23	3	youthinkyouhavethetreas	voice-window
23	3	youthinkyoumadetheknowl	voice-window
23	3	theworldswillwatchingyo	voice-window
23	3	weallowedyoutocreatedhe	voice-window
23	3	youthinkyougavethedarkn	voice-window
23	3	wewantedyoutowatchinghe	voice-window
23	3	wewantedyoutoreadingher	voice-window
23	3	theknowledgewillallowed	voice-window
23	3	weworshipyouyourknowled	voice-window
23	3	youcomehereseekingignor	voice-window
23	3	theanswerswillworshipyo	voice-window
23	3	youthinkyoumadethedarkn	voice-window
23	3	youthinkyouknowthetreas	voice-window
23	3	wewatchingyouyourtreasu	voice-window
23	3	theknowledgewillworship	voice-window
23	3	youthinkyouknowthewisdo	voice-window
23	3	thetrueknowledgewillfin	voice-window
23	3	thetreasurewillallowedy	voice-window
23	3	weseekingyouyourknowled	voice-window
23	3	youthinkyougaintheanswe	voice-window
23	3	youthinkyouallowedthean	voice-window
23	3	wereadingyouyourtruekno	voice-window
23	3	wereadingyoutosatisfyhe	voice-window
23	3	youthinkyousatisfythefr	voice-window
23	3	youthinkyouhavetrueknow	voice-window
23	3	devotedseekerwearewatch	voice-window
23	3	wereadingyoutocreatedhe	voice-window
23	3	wesatisfyyoutoreadinghe	voice-window
23	3	youthinkyoucomethetruek	voice-window
23	3	youthinkyougavetheignor	voice-window
23	3	weworshipyoutosatisfyhe	voice-window
23	3	weseekingyouyourtreasur	voice-window
23	3	youthinkyouwatchingthew	voice-window
23	3	wefindyouyourtrueknowle	voice-window
23	3	wecreatedyouyourfreewil	voice-window
23	3	youthinkyouthinktheigno	voice-window
23	3	youthinkyoucreatedthefr	voice-window
23	3	weallowedyouyourtreasur	voice-window
23	3	thetrueknowledgewillwan	voice-window
23	3	wecreatedyouyourdarknes	voice-window
23	3	youthinkyougavethewisdo	voice-window
23	3	youthinkyoufindtheignor	voice-window
23	3	thefreewillwillseekingy	voice-window
23	3	wesatisfyyoutowantedher	voice-window
23	3	weallowedyoutoseekinghe	voice-window
23	3	youthinkyouwantedthekno	voice-window
23	3	theignorancewillallowed	voice-window
23	3	youthinkyoucomethedarkn	voice-window
23	3	thetrueknowledgewillsat	voice-window
23	3	youthinkyouallowedtheig	voice-window
23	3	weworshipyoutowatchingh	voice-window
23	3	youthinkyouhaveignoranc	voice-window
23	3	youthinkyouknowtheignor	voice-window
23	3	thetruewisdomwillwatchi	voice-window
23	3	theignorancewillproveyo	voice-window
23	3	youthinkyoucreatedthewo	voice-window
23	3	thefreewillwillsatisfyy	voice-window
23	3	weworshipyouyourtreasur	voice-window
23	3	thedarknesswillallowedy	voice-window
23	3	youthinkyouthinkthedark	voice-window
23	3	youthinkyouwantedthetru	voice-window
23	3	youthinkyoucreatedtheso	voice-window
23	3	thefreewillwillreadingy	voice-window
23	3	thetruewisdomwillprovey	voice-window
23	3	weallowedyouyourtruewis	voice-window
23	3	youthinkyouwatchingthei	voice-window
23	3	wewatchingyoutoproveher	voice-window
23	3	youthinkyouthinktheknow	voice-window
23	3	youthinkyouwantedthefre	voice-window
23	3	weallowedyoutoreadinghe	voice-window
23	3	youthinkyouthinktheansw	voice-window
23	3	youthinkyouallowedtheda	voice-window
23	3	wereadingyouyourknowled	voice-window
23	3	wewantedyouyourignoranc	voice-window
23	3	youthinkyoumadethetreas	voice-window
23	3	wereadingyouyourfreewil	voice-window
23	3	wewatchingyoutocreatedh	voice-window
23	3	theknowledgewillcreated	voice-window
23	3	wesatisfyyoutocreatedhe	voice-window
23	3	wecreatedyouyourtruewis	voice-window
23	3	youthinkyouprovethefree	voice-window
23	3	weworshipyouyourignoran	voice-window
23	3	wecreatedyouyourtruekno	voice-window
23	3	youthinkwehaveallthewis	voice-window
23	3	youthinkyouseekingthefr	voice-window
23	3	wewantedyouyourtrueknow	voice-window
23	3	weworshipyoutocreatedhe	voice-window
23	3	youcomehereseekingfreew	voice-window
23	3	weseekingyouyourignoran	voice-window
23	3	wecreatedyouyourignoran	voice-window
23	3	youthinkyougainthetruew	voice-window
23	3	youthinkyougaintheignor	voice-window
23	3	theknowledgewillproveyo	voice-window
23	3	theignorancewillwatchin	voice-window
23	3	thedarknesswillreadingy	voice-window
23	3	thetruewisdomwillcomeyo	voice-window
23	3	weallowedyoutowatchingh	voice-window
23	3	theignorancewillcreated	voice-window
23	3	wewantedyouyourknowledg	voice-window
23	3	thedarknesswillseekingy	voice-window
23	3	youthinkyouhaveknowledg	voice-window
23	3	youthinkyouallowedtheso	voice-window
23	3	weworshipyoutoworshiphe	voice-window
23	3	youthinkyouprovethedark	voice-window
23	3	wecreatedyoutoworshiphe	voice-window
23	3	thetreasurewillwantedyo	voice-window
23	3	youthinkyouseekingtheig	voice-window
23	3	wehaveyouyourtrueknowle	voice-window
23	3	knowertobewearewatching	voice-window
23	3	thedarknesswillsatisfyy	voice-window
23	3	youthinkyouhavethefreew	voice-window
23	3	wewatchingyouyourdarkne	voice-window
23	3	wesatisfyyouyourfreewil	voice-window
23	3	theanswerswillreadingyo	voice-window
23	3	wecomeyouyourtrueknowle	voice-window
23	3	thetruewisdomwillreadin	voice-window
23	3	weseekingyouyourtruewis	voice-window
23	3	thetrueknowledgewillhav	voice-window
23	3	youthinkyoucreatedtheig	voice-window
23	3	youthinkyouallowedthewi	voice-window
23	3	wewatchingyouyourtruewi	voice-window
23	3	youthinkyousatisfytheig	voice-window
23	3	wewatchingyoutowatching	voice-window
23	3	weproveyouyourtrueknowl	voice-window
23	3	thetrueknowledgewillwor	voice-window
23	3	weseekingyoutoreadinghe	voice-window
23	3	wesatisfyyoutoallowedhe	voice-window
23	3	thetrueknowledgewillsee	voice-window
23	3	youthinkyouworshipthefr	voice-window
23	3	thetrueknowledgewillwat	voice-window
23	3	youthinkyouworshiptheso	voice-window
23	3	thetruewisdomwillallowe	voice-window
23	3	wesatisfyyoutosatisfyhe	voice-window
23	3	thetruewisdomwillthinky	voice-window
23	3	thetrueknowledgewillkno	voice-window
23	3	weseekingyoutoallowedhe	voice-window
23	3	weseekingyoutoworshiphe	voice-window
23	3	weallowedyoutoworshiphe	voice-window
23	3	theanswerswillallowedyo	voice-window
23	3	youthinkyousatisfytheda	voice-window
23	3	youthinkyouworshiptheda	voice-window
23	3	weallowedyouyourdarknes	voice-window
23	3	youthinkyoumadetheignor	voice-window
23	3	theignorancewillwantedy	voice-window
23	3	youthinkyoucomethetruew	voice-window
23	3	weseekingyouyourfreewil	voice-window
23	3	youcomehereseekingwisdo	voice-window
23	3	youthinkyouhavethedarkn	voice-window
23	3	youthinkyoucomethefreew	voice-window
23	3	youthinkyouthinkthewisd	voice-window
23	3	wewatchingyoutoworshiph	voice-window
23	3	youthinkyoureadingthean	voice-window
23	3	wecreatedyoutocreatedhe	voice-window
23	3	youthinkyouprovetheknow	voice-window
23	3	theanswerswillseekingyo	voice-window
23	3	youthinkyougainthedarkn	voice-window
23	3	wesatisfyyouyourtruekno	voice-window
23	3	theanswerswillcreatedyo	voice-window
23	3	youthinkyouwatchingthes	voice-window
23	3	youthinkyougainthetruek	voice-window
23	3	wewantedyoutoallowedher	voice-window
23	3	wesatisfyyouyourtruewis	voice-window
23	3	wewantedyouyourtruewisd	voice-window
23	3	youthinkyoucreatedtheda	voice-window
23	3	youthinkyoufindthetruek	voice-window
23	3	thetruewisdomwillworshi	voice-window
23	3	weknowyouyourtrueknowle	voice-window
23	3	theignorancewillsatisfy	voice-window
23	3	wereadingyoutowantedher	voice-window
23	3	theignorancewillreading	voice-window
23	3	wewantedyoutoseekingher	voice-window
23	3	thewisdomwillwatchingyo	voice-window
23	3	theanswerswillwatchingy	voice-window
23	3	youcomehereseekingtruew	voice-window
23	3	youthinkyougavethetreas	voice-window
23	3	thedarknesswillworshipy	voice-window
23	3	thetreasurewillcreatedy	voice-window
23	3	weworshipyouyourtruewis	voice-window
23	3	wewatchingyouyourknowle	voice-window
23	3	youthinkyouknowthefreew	voice-window
23	3	youthinkyoumadethetruek	voice-window
23	3	youthinkyoureadingthewi	voice-window
23	3	thetruewisdomwillhaveyo	voice-window
23	3	wesatisfyyoutowatchingh	voice-window
23	3	youthinkwehaveallthetre	voice-window
23	3	weworshipyouyourdarknes	voice-window
23	3	weseekingyouyourtruekno	voice-window
23	3	weallowedyouyourtruekno	voice-window
23	3	thetreasurewillseekingy	voice-window
23	3	youthinkyouhavethewisdo	voice-window
23	3	thetreasurewillwatching	voice-window
23	3	theknowledgewillreading	voice-window
23	3	weallowedyoutosatisfyhe	voice-window
23	3	wecreatedyoutowatchingh	voice-window
23	3	youthinkyouseekingtheso	voice-window
23	3	weworshipyoutowantedher	voice-window
23	3	wegainyouyourtrueknowle	voice-window
24	1	wethinkyoutowatchinghere	voice-exact
24	1	thetruewisdomwillknowyou	voice-exact
24	1	theanswerwillwatchingyou	voice-exact
24	1	thedarknesswillwantedyou	voice-exact
24	1	weseekingyouyourdarkness	voice-exact
24	1	youthinkyoumadetheworlds	voice-exact
24	1	wewatchingyouyouranswers	voice-exact
24	1	youthinkyoumadethewisdom	voice-exact
24	1	theanswerswillsatisfyyou	voice-exact
24	1	youthinkyoucometheanswer	voice-exact
24	1	youthinkwehaveallthesoul	voice-exact
24	1	weproveyouyourtruewisdom	voice-exact
24	1	thetruewisdomwillmadeyou	voice-exact
24	1	wereadingyouyourdarkness	voice-exact
24	1	youthinkyouknowtheworlds	voice-exact
24	1	weallowedyoutowantedhere	voice-exact
24	1	youthinkyouwantedthesoul	voice-exact
24	1	youthinkyoufindthewisdom	voice-exact
24	1	youthinkyouprovetheworld	voice-exact
24	1	wewantedyoutoworshiphere	voice-exact
24	1	wewantedyoutocreatedhere	voice-exact
24	1	theignorancewillthinkyou	voice-exact
24	1	thetruewisdomwillgaveyou	voice-exact
24	1	wecreatedyoutowantedhere	voice-exact
24	1	thetruewisdomwillgainyou	voice-exact
24	1	youthinkyoufindtheanswer	voice-exact
24	1	wethinkyouyourtruewisdom	voice-exact
24	1	wesatisfyyouyourtreasure	voice-exact
24	1	youthinkyouhavetheanswer	voice-exact
24	1	thefreewillwillwantedyou	voice-exact
24	1	wecreatedyouyourtreasure	voice-exact
24	1	thetruewisdomwillfindyou	voice-exact
24	1	youcomehereseekinganswer	voice-exact
24	1	wewatchingyoutothinkhere	voice-exact
24	1	shepherdwearewatchingyou	voice-exact
24	1	youthinkyoucomethewisdom	voice-exact
24	1	youthinkyoufindtheworlds	voice-exact
24	1	wereadingyouyourtreasure	voice-exact
24	1	youthinkyougavetheanswer	voice-exact
24	1	youthinkyougainthewisdom	voice-exact
24	1	youthinkyouknowtheanswer	voice-exact
24	1	youthinkyougaintheworlds	voice-exact
24	1	wesatisfyyouyourdarkness	voice-exact
24	1	wewantedyoutosatisfyhere	voice-exact
24	1	weworshipyouyourfreewill	voice-exact
24	1	weallowedyouyourfreewill	voice-exact
24	1	weproveyoutowatchinghere	voice-exact
24	1	theknowledgewillthinkyou	voice-exact
24	1	weseekingyoutowantedhere	voice-exact
24	1	youthinkyougavetheworlds	voice-exact
24	1	theworldswillwatchingyou	voice-exact
24	1	wewantedyoutoreadinghere	voice-exact
24	1	butitisnothereknowertobe	voice-exact
24	1	theanswerswillworshipyou	voice-exact
24	1	youthinkyouknowthewisdom	voice-exact
24	1	youthinkyougaintheanswer	voice-exact
24	1	weseekingyouyourtreasure	voice-exact
24	1	wecreatedyouyourfreewill	voice-exact
24	1	weallowedyouyourtreasure	voice-exact
24	1	wecreatedyouyourdarkness	voice-exact
24	1	youthinkyougavethewisdom	voice-exact
24	1	wesatisfyyoutowantedhere	voice-exact
24	1	youthinkyouhaveignorance	voice-exact
24	1	theignorancewillproveyou	voice-exact
24	1	weworshipyouyourtreasure	voice-exact
24	1	wewatchingyoutoprovehere	voice-exact
24	1	wewantedyouyourignorance	voice-exact
24	1	wereadingyouyourfreewill	voice-exact
24	1	youthinkyouthinktheworld	voice-exact
24	1	theknowledgewillproveyou	voice-exact
24	1	thetruewisdomwillcomeyou	voice-exact
24	1	wewantedyouyourknowledge	voice-exact
24	1	youcomehereseekingworlds	voice-exact
24	1	youthinkyouhaveknowledge	voice-exact
24	1	thetreasurewillwantedyou	voice-exact
24	1	wesatisfyyouyourfreewill	voice-exact
24	1	theanswerswillreadingyou	voice-exact
24	1	youthinkyoumadetheanswer	voice-exact
24	1	youthinkyouhavetheworlds	voice-exact
24	1	theanswerswillallowedyou	voice-exact
24	1	weallowedyouyourdarkness	voice-exact
24	1	youthinkyoucometheworlds	voice-exact
24	1	weseekingyouyourfreewill	voice-exact
24	1	youcomehereseekingwisdom	voice-exact
24	1	theanswerswillseekingyou	voice-exact
24	1	theanswerswillcreatedyou	voice-exact
24	1	wewantedyoutoallowedhere	voice-exact
24	1	wereadingyoutowantedhere	voice-exact
24	1	wewantedyoutoseekinghere	voice-exact
24	1	thewisdomwillwatchingyou	voice-exact
24	1	thetruewisdomwillhaveyou	voice-exact
24	1	weworshipyouyourdarkness	voice-exact
24	1	youthinkyouhavethewisdom	voice-exact
24	1	weworshipyoutowantedhere	voice-exact
24	1	theessenceoflifeanddeath	volume-exact
24	2	thegodofgodstheonetruego	guide-window
24	2	ifwevecreatedyourgodandy	guide-window
24	2	wevecreatedyourgodandyou	guide-window
24	2	vecreatedyourgodandyourg	guide-window
24	2	createdyourgodandyourgod	guide-window
24	2	yourgodandyourgodofgodsa	guide-window
24	2	godandyourgodofgodsandyo	guide-window
24	2	andyourgodofgodsandyouan	guide-window
24	2	yourgodofgodsandyouandyo	guide-window
24	2	godofgodsandyouandyourfr	guide-window
24	2	ofgodsandyouandyourfreew	guide-window
24	2	godsandyouandyourfreewil	guide-window
24	2	andyouandyourfreewilland	guide-window
24	2	youandyourfreewillandthi	guide-window
24	2	andyourfreewillandthiswo	guide-window
24	2	yourfreewillandthisworld	guide-window
24	2	freewillandthisworldanda	guide-window
24	2	willandthisworldandallth	guide-window
24	2	andthisworldandallthewor	guide-window
24	2	thisworldandalltheworlds	guide-window
24	2	weallowedyoutohavefreewi	guide-window
24	2	allowedyoutohavefreewill	guide-window
24	2	yourtruegodistherealmons	guide-window
24	2	youthinkwehavealltheansw	guide-window
24	2	thinkwehavealltheanswers	guide-window
24	2	andnotjustthisplaceallth	guide-window
24	2	notjustthisplaceallthepl	guide-window
24	2	justthisplacealltheplace	guide-window
24	2	thisplacealltheplacesall	guide-window
24	2	placealltheplacesallthed	guide-window
24	2	alltheplacesallthedimens	guide-window
24	2	theplacesallthedimension	guide-window
24	2	placesallthedimensionsal	guide-window
24	2	allthedimensionsallthefr	guide-window
24	2	thedimensionsallthefreew	guide-window
24	2	dimensionsallthefreewill	guide-window
24	2	devotedseekeraftertruewi	guide-window
24	2	seekeraftertruewisdomkno	guide-window
24	2	aftertruewisdomknowthisw	guide-window
24	2	truewisdomknowthiswearew	guide-window
24	2	wisdomknowthiswearewatch	guide-window
24	2	knowthiswearewatchingyou	guide-window
24	2	whatanswersareyoutryingt	guide-window
24	2	answersareyoutryingtofin	guide-window
24	2	areyoutryingtofindinhere	guide-window
24	2	thinkyouknowtheanswerbut	guide-window
24	2	youknowtheanswerbutyoudo	guide-window
24	2	youthinkthetreasurewills	guide-window
24	2	thinkthetreasurewillsati	guide-window
24	2	thetreasurewillsatisfyyo	guide-window
24	2	treasurewillsatisfyyoubu	guide-window
24	2	yougaveyourfreewilltothe	guide-window
24	2	gaveyourfreewilltothetru	guide-window
24	2	yourfreewilltothetruegod	guide-window
24	2	whyelsewouldbereadingthi	guide-window
24	2	wereimpressedwithyouknow	guide-window
24	2	reimpressedwithyouknower	guide-window
24	2	impressedwithyouknowerto	guide-window
24	2	provethineknowledgefromw	volume-window
24	2	thineknowledgefromwhatis	volume-window
24	2	knowledgefromwhatisthewe	volume-window
24	2	fromwhatisthewestcreated	volume-window
24	2	knowledgefromwhatistheea	volume-window
24	2	fromwhatistheeastcreated	volume-window
24	2	tohavetrueknowledgeistos	volume-window
24	2	havetrueknowledgeistosee	volume-window
24	2	trueknowledgeistoseethed	volume-window
24	2	knowledgeistoseethedarkn	volume-window
24	2	istoseethedarknessofigno	volume-window
24	2	toseethedarknessofignora	volume-window
24	2	seethedarknessofignoranc	volume-window
24	2	togaintrueknowledgeonemu	volume-window
24	2	gaintrueknowledgeonemust	volume-window
24	2	trueknowledgeonemustslow	volume-window
24	2	knowledgeonemustslowdown	volume-window
24	2	onemustslowdownandnothur	volume-window
24	2	awakentheflockofthesheph	volume-window
24	2	theflockoftheshepherdand	volume-window
24	2	flockoftheshepherdandthi	volume-window
24	2	oftheshepherdandthinkfor	volume-window
24	2	theshepherdandthinkforth	volume-window
24	2	shepherdandthinkforthyse	volume-window
24	2	towalkamileinsomeoneelse	volume-window
24	2	walkamileinsomeoneelsesb	volume-window
24	2	amileinsomeoneelsesboots	volume-window
24	2	trueknowledgeisaslippery	volume-window
24	2	knowledgeisaslipperythin	volume-window
24	2	thefouressencesrepresent	volume-window
24	2	fouressencesrepresentthe	volume-window
24	2	essencesrepresentthefour	volume-window
24	2	representthefourelements	volume-window
24	2	thefourelementsthatformt	volume-window
24	2	fourelementsthatformthis	volume-window
24	2	elementsthatformthisvisi	volume-window
24	2	thatformthisvisibleworld	volume-window
24	2	keskikesänkuikkalentelis	finnish-window
24	2	kuikkalentelisuonylläjal	finnish-window
24	2	lentelisuonylläjalaskeut	finnish-window
24	2	suonylläjalaskeutuisuure	finnish-window
24	2	ylläjalaskeutuisuurenpuu	finnish-window
24	2	jalaskeutuisuurenpuunjuu	finnish-window
24	2	laskeutuisuurenpuunjuure	finnish-window
24	2	ensimmäinenmunistavieräh	finnish-window
24	2	munistavierähtipesästäja	finnish-window
24	2	vierähtipesästäjahalkesi	finnish-window
24	2	verestämuodostuielämäjak	finnish-window
24	2	valkuainenvaluilänteenja	finnish-window
24	2	valuilänteenjasiitämuodo	finnish-window
24	2	länteenjasiitämuodostuik	finnish-window
24	2	jasiitämuodostuikylmyysj	finnish-window
24	2	siitämuodostuikylmyysjaj	finnish-window
24	2	keltuainenvaluiitäänjasi	finnish-window
24	2	valuiitäänjasiitämuodost	finnish-window
24	2	itäänjasiitämuodostuiläm	finnish-window
24	2	jasiitämuodostuilämpöjat	finnish-window
24	2	siitämuodostuilämpöjatul	finnish-window
24	2	viimeinmunastakuoriutuil	finnish-window
24	2	luontoloilaitluonnonaset	finnish-window
24	2	loilaitluonnonasettieläi	finnish-window
24	2	laitluonnonasettieläimet	finnish-window
24	2	luonnonasettieläimetniit	finnish-window
24	2	asettieläimetniitytjoetk	finnish-window
24	2	eläimetniitytjoetkummutj	finnish-window
24	2	niitytjoetkummutjavuoret	finnish-window
24	2	toinenmunistakuoriutuija	finnish-window
24	2	munistakuoriutuijasieltä	finnish-window
24	2	kuoriutuijasieltäsyntyit	finnish-window
24	2	taikuuskatseliluonnonluo	finnish-window
24	2	katseliluonnonluomuksiaj	finnish-window
24	2	luonnonluomuksiajaantoin	finnish-window
24	2	luomuksiajaantoiniillesi	finnish-window
24	2	sielunpainojalostijakier	finnish-window
24	2	painojalostijakierouttil	finnish-window
24	2	jalostijakierouttiluonno	finnish-window
24	2	jakierouttiluonnonluomuk	finnish-window
24	2	kierouttiluonnonluomuksi	finnish-window
24	2	taikuusrikkoiluonnonlake	finnish-window
24	2	luontojataikuusalkoivatr	finnish-window
24	2	jataikuusalkoivatriidell	finnish-window
24	2	taikuusalkoivatriidelläs	finnish-window
24	2	alkoivatriidelläsiitämit	finnish-window
24	2	riidelläsiitämitenmaailm	finnish-window
24	2	siitämitenmaailmankuului	finnish-window
24	2	mitenmaailmankuuluisioll	finnish-window
24	2	munistaviimeinenkuoriutu	finnish-window
24	2	viimeinenkuoriutuijasiel	finnish-window
24	2	jasieltäsyntyiteknologia	finnish-window
24	2	teknologiaantoiluonnonel	finnish-window
24	2	antoiluonnoneläimillekyv	finnish-window
24	2	luonnoneläimillekyvynkäy	finnish-window
24	2	eläimillekyvynkäyttääkon	finnish-window
24	2	kyvynkäyttääkoneitajalai	finnish-window
24	2	käyttääkoneitajalaitteit	finnish-window
24	3	wereadingyoutoreadingher	voice-window
24	3	youthinkyoucreatedthewis	voice-window
24	3	youthinkyouseekingthekno	voice-window
24	3	thetrueknowledgewillprov	voice-window
24	3	youthinkyouwantedtheworl	voice-window
24	3	youthinkyouhavetheknowle	voice-window
24	3	youthinkyouprovethewisdo	voice-window
24	3	wereadingyouyourignoranc	voice-window
24	3	thefreewillwillcreatedyo	voice-window
24	3	youthinkyoucomethetreasu	voice-window
24	3	theignorancewillseekingy	voice-window
24	3	youthinkyouworshiptheign	voice-window
24	3	youthinkyougainthefreewi	voice-window
24	3	weseekingyoutoseekingher	voice-window
24	3	thefreewillwillwatchingy	voice-window
24	3	youthinkyoucreatedtheans	voice-window
24	3	youthinkyoufindthefreewi	voice-window
24	3	youthinkyoufindthedarkne	voice-window
24	3	weworshipyoutoallowedher	voice-window
24	3	youthinkyouworshipthetru	voice-window
24	3	youthinkyouseekingthewor	voice-window
24	3	theknowledgewillwantedyo	voice-window
24	3	youthinkyoureadingthedar	voice-window
24	3	youthinkyouseekingthetru	voice-window
24	3	youthinkyouwatchingthetr	voice-window
24	3	thefreewillwillworshipyo	voice-window
24	3	youthinkyouhavetruewisdo	voice-window
24	3	youthinkyouallowedthewor	voice-window
24	3	youthinkyouprovethetreas	voice-window
24	3	youthinkwehaveallthefree	voice-window
24	3	weallowedyouyourignoranc	voice-window
24	3	wewatchingyoutoallowedhe	voice-window
24	3	youthinkyouknowthetruekn	voice-window
24	3	youthinkyouseekingtheans	voice-window
24	3	thetrueknowledgewillcome	voice-window
24	3	youthinkyouwatchingtheda	voice-window
24	3	youthinkyouknowtheknowle	voice-window
24	3	youthinkyouallowedthefre	voice-window
24	3	youcomehereseekingtreasu	voice-window
24	3	theknowledgewillsatisfyy	voice-window
24	3	thetruewisdomwillwantedy	voice-window
24	3	thetruewisdomwillsatisfy	voice-window
24	3	youthinkwehavealltheigno	voice-window
24	3	wesatisfyyouyourignoranc	voice-window
24	3	youthinkyoufindtheknowle	voice-window
24	3	youthinkyouwantedthewisd	voice-window
24	3	youthinkwehavealltheworl	voice-window
24	3	youthinkyougavethefreewi	voice-window
24	3	youthinkyoureadingthesou	voice-window
24	3	wegaveyouyourtrueknowled	voice-window
24	3	youthinkyousatisfythetru	voice-window
24	3	thetruewisdomwillseeking	voice-window
24	3	youthinkyouseekingthedar	voice-window
24	3	theknowledgewillwatching	voice-window
24	3	youthinkyougavetheknowle	voice-window
24	3	thetrueknowledgewillcrea	voice-window
24	3	theignorancewillworshipy	voice-window
24	3	wewatchingyouyourignoran	voice-window
24	3	youthinkyoureadingthefre	voice-window
24	3	wereadingyouyourtruewisd	voice-window
24	3	youthinkyouworshipthewor	voice-window
24	3	wethinkyouyourtrueknowle	voice-window
24	3	youthinkyoucometheknowle	voice-window
24	3	thedarknesswillwatchingy	voice-window
24	3	thetreasurewillreadingyo	voice-window
24	3	weseekingyoutowatchinghe	voice-window
24	3	youthinkwehaveallthetrue	voice-window
24	3	thetruewisdomwillcreated	voice-window
24	3	wewatchingyoutoreadinghe	voice-window
24	3	youthinkyouseekingthewis	voice-window
24	3	youthinkyouallowedthetru	voice-window
24	3	youthinkyouwantedtheansw	voice-window
24	3	weworshipyoutoseekingher	voice-window
24	3	youthinkwehaveallthedark	voice-window
24	3	weallowedyouyourknowledg	voice-window
24	3	youthinkyouworshipthekno	voice-window
24	3	youthinkyoureadingthekno	voice-window
24	3	youthinkyouwantedtheigno	voice-window
24	3	youthinkyouwatchingthefr	voice-window
24	3	weseekingyoutocreatedher	voice-window
24	3	wereadingyoutoseekingher	voice-window
24	3	youthinkyouwatchingthekn	voice-window
24	3	youthinkyouhavethetruewi	voice-window
24	3	wereadingyoutoworshipher	voice-window
24	3	youthinkyoureadingtheign	voice-window
24	3	youthinkyouknowthedarkne	voice-window
24	3	wewatchingyoutowantedher	voice-window
24	3	weworshipyouyourtrueknow	voice-window
24	3	butitisnotheredevotedsee	voice-window
24	3	wecreatedyoutoallowedher	voice-window
24	3	youthinkyouthinkthetruek	voice-window
24	3	wesatisfyyouyourknowledg	voice-window
24	3	youthinkyoufindthetreasu	voice-window
24	3	youcomehereseekingknowle	voice-window
24	3	wewatchingyoutosatisfyhe	voice-window
24	3	wecreatedyoutosatisfyher	voice-window
24	3	youthinkyoumadethefreewi	voice-window
24	3	youthinkyouhavetheignora	voice-window
24	3	youthinkyougainthetreasu	voice-window
24	3	youthinkyouwatchingthean	voice-window
24	3	thetrueknowledgewillmade	voice-window
24	3	theknowledgewillseekingy	voice-window
